gene_id	geneSymbol	mean	median	longest_isoform	merged	gene_category
ENSG00000264791.1	AC004147.3	375	375	375	375	lncRNA
ENSG00000265356.2	AC004147.4	1844	1844	1844	1844	lncRNA
ENSG00000265775.1	AC004147.5	536	536	536	536	lncRNA
ENSG00000262099.1	AC004148.1	398	398	398	398	lncRNA
ENSG00000263272.1	AC004148.2	1938	1938	1938	1938	NA
ENSG00000267440.2	AC004149.1	1476	1476	1476	1476	NA
ENSG00000267666.2	AC004156.1	3319	3319	3319	3319	lncRNA
ENSG00000260664.2	AC004158.1	2982	2982	4319	5253	lncRNA
ENSG00000230333.6	AC004160.1	717	609	2078	5660	lncRNA
ENSG00000230435.1	AC004160.2	563	563	563	563	lncRNA
ENSG00000257494.1	AC004217.1	751	751	751	751	lncRNA
ENSG00000257658.1	AC004217.2	878	878	878	878	processed_pseudogene
ENSG00000267778.1	AC004221.1	844	844	844	844	lncRNA
ENSG00000243423.1	AC004223.1	271	271	271	271	processed_pseudogene
ENSG00000267457.1	AC004223.2	544	544	544	544	lncRNA
ENSG00000267618.5	AC004223.3	1033	787	1638	2002	protein_coding
ENSG00000273687.1	AC004223.4	332	332	332	332	lncRNA
ENSG00000240311.1	AC004224.1	568	568	568	568	processed_pseudogene
ENSG00000263212.2	AC004224.2	529	529	529	529	lncRNA
ENSG00000234477.1	AC004231.1	815	815	815	815	lncRNA
ENSG00000265359.1	AC004231.3	258	258	258	258	NA
ENSG00000262899.1	AC004232.2	821	821	821	821	TEC
ENSG00000279031.1	AC004232.3	525	525	525	525	NA
ENSG00000262362.1	AC004233.1	608	608	608	608	lncRNA
ENSG00000272079.2	AC004233.3	1269	1269	1269	1269	lncRNA
ENSG00000274367.1	AC004233.4	417	417	417	417	protein_coding
ENSG00000257433.6	AC004241.1	1095	704	3299	5445	lncRNA
ENSG00000274902.1	AC004241.2	444	444	444	444	lncRNA
ENSG00000276390.1	AC004241.3	517	517	517	517	lncRNA
ENSG00000277173.1	AC004241.4	1120	1120	1120	1120	lncRNA
ENSG00000280054.1	AC004241.5	2448	2448	2448	2448	TEC
ENSG00000263990.1	AC004253.1	488	488	488	488	lncRNA
ENSG00000265046.1	AC004253.2	397	397	397	397	lncRNA
ENSG00000269635.1	AC004257.1	277	277	277	277	lncRNA
ENSG00000275936.1	AC004263.1	678	678	678	678	lncRNA
ENSG00000268812.3	AC004264.1	794	794	794	794	lncRNA
ENSG00000279699.1	AC004264.2	1737	1737	1737	1737	TEC
ENSG00000260510.1	AC004381.1	351	351	351	351	lncRNA
ENSG00000283399.1	AC004381.2	1329	1329	1329	1329	snRNA
ENSG00000285303.1	AC004381.3	1288	1288	1288	1288	unprocessed_pseudogene
ENSG00000226107.1	AC004383.1	289	289	289	289	processed_pseudogene
ENSG00000213269.2	AC004386.1	761	761	761	761	processed_pseudogene
ENSG00000226515.1	AC004386.2	148	148	148	148	misc_RNA
ENSG00000266101.1	AC004408.1	573	573	573	573	lncRNA
ENSG00000280177.1	AC004408.2	2777	2777	2777	2777	TEC
ENSG00000236414.1	AC004415.1	449	449	449	449	lncRNA
ENSG00000231477.2	AC004448.1	543	543	543	543	lncRNA
ENSG00000235979.9	AC004448.2	727	743	1072	4834	lncRNA
ENSG00000265126.1	AC004448.3	567	567	567	567	lncRNA
ENSG00000261204.1	AC004449.1	433	433	433	433	lncRNA
ENSG00000146677.7	AC004453.1	408	408	408	408	processed_pseudogene
ENSG00000279853.1	AC004453.2	2153	2153	2153	2153	TEC
ENSG00000237347.2	AC004461.1	403	403	403	403	processed_pseudogene
ENSG00000268069.2	AC004466.1	1080	1080	1080	1080	lncRNA
ENSG00000274737.1	AC004466.2	516	516	516	516	lncRNA
ENSG00000276691.1	AC004466.3	546	546	546	546	lncRNA
ENSG00000275194.1	AC004467.1	330	330	330	330	unprocessed_pseudogene
ENSG00000237019.1	AC004470.1	382	382	382	382	lncRNA
ENSG00000223461.1	AC004471.1	582	582	582	582	lncRNA
ENSG00000272682.1	AC004471.2	1514	1514	1514	1514	lncRNA
ENSG00000263412.1	AC004477.1	1724	1724	2910	2933	lncRNA
ENSG00000266341.1	AC004477.2	192	192	192	192	lncRNA
ENSG00000278765.1	AC004477.3	590	590	590	590	NA
ENSG00000228944.1	AC004485.1	527	527	527	527	lncRNA
ENSG00000257905.1	AC004486.1	233	233	233	233	processed_pseudogene
ENSG00000267122.1	AC004490.1	2738	2738	2738	2738	lncRNA
ENSG00000279996.1	AC004491.1	1882	1882	1882	1882	TEC
ENSG00000272072.1	AC004492.1	742	742	742	742	lncRNA
ENSG00000262312.2	AC004494.1	1627	1627	2775	2955	lncRNA
ENSG00000278942.1	AC004494.2	830	830	830	830	TEC
ENSG00000235713.1	AC004522.1	654	654	654	654	snoRNA
ENSG00000237640.1	AC004522.2	680	680	680	680	unprocessed_pseudogene
ENSG00000266990.1	AC004528.1	641	641	641	641	lncRNA
ENSG00000274177.1	AC004528.2	440	440	440	440	lncRNA
ENSG00000214870.9	AC004540.1	1211	1108	2945	7236	lncRNA
ENSG00000225792.2	AC004540.2	917	793	1574	2819	lncRNA
ENSG00000269972.1	AC004542.1	264	264	264	264	lncRNA
ENSG00000269987.1	AC004542.2	546	546	546	546	lncRNA
ENSG00000237921.2	AC004543.1	369	369	369	369	lncRNA
ENSG00000257452.1	AC004551.1	575	575	575	575	lncRNA
ENSG00000225071.1	AC004552.1	348	348	348	348	NA
ENSG00000223418.1	AC004554.1	1468	1468	1468	1468	lncRNA
ENSG00000282840.1	AC004554.2	1893	1893	1893	1893	NA
ENSG00000262298.1	AC004584.1	549	549	549	549	lncRNA
ENSG00000262623.1	AC004584.2	410	410	410	410	processed_pseudogene
ENSG00000263120.1	AC004584.3	2356	2356	2356	2356	lncRNA
ENSG00000266088.6	AC004585.1	924	1014	1016	1332	lncRNA
ENSG00000279775.1	AC004585.2	1473	1473	1473	1473	TEC
ENSG00000251239.1	AC004590.1	510	510	510	510	lncRNA
ENSG00000235669.1	AC004593.1	798	798	798	798	lncRNA
ENSG00000285081.1	AC004593.2	2528	2528	2528	2528	protein_coding
ENSG00000285162.1	AC004593.3	2199	989	5049	5049	NA
ENSG00000240499.7	AC004594.1	539	564	743	3458	lncRNA
ENSG00000267394.1	AC004596.1	528	528	528	528	lncRNA
ENSG00000268673.3	AC004597.1	561	561	561	561	lncRNA
ENSG00000279488.1	AC004623.1	2127	2127	2127	2127	TEC
ENSG00000267304.1	AC004637.1	482	482	482	482	lncRNA
ENSG00000249028.2	AC004672.1	2088	2088	2088	2088	lncRNA
ENSG00000267285.1	AC004672.2	574	574	574	574	lncRNA
ENSG00000231216.1	AC004674.1	2249	2249	2249	2249	unprocessed_pseudogene
ENSG00000235592.1	AC004674.2	739	739	739	739	NA
ENSG00000275468.1	AC004678.1	929	929	929	929	processed_pseudogene
ENSG00000279653.1	AC004678.2	1002	1002	1002	1002	TEC
ENSG00000265206.5	AC004687.1	1625	1625	1625	1625	lncRNA
ENSG00000225583.1	AC004690.1	328	328	328	328	processed_pseudogene
ENSG00000241345.1	AC004690.2	1163	1163	1754	2064	lncRNA
ENSG00000229263.1	AC004691.1	547	547	547	547	lncRNA
ENSG00000250424.4	AC004691.2	1531	1531	1531	1531	protein_coding
ENSG00000213717.3	AC004692.1	424	424	424	424	processed_pseudogene
ENSG00000228680.1	AC004692.2	443	478	497	1205	lncRNA
ENSG00000276578.1	AC004696.1	607	607	607	607	unprocessed_pseudogene
ENSG00000279405.1	AC004696.2	331	331	331	331	TEC
ENSG00000263494.1	AC004702.1	195	195	195	195	lncRNA
ENSG00000249815.1	AC004704.1	583	583	583	583	lncRNA
ENSG00000261996.1	AC004706.1	879	879	879	879	lncRNA
ENSG00000262990.1	AC004706.2	294	294	294	294	processed_pseudogene
ENSG00000274114.2	AC004706.3	1068	977	2493	4151	protein_coding
ENSG00000282936.2	AC004706.4	4843	4843	4843	4843	NA
ENSG00000253102.1	AC004707.1	715	715	715	715	lncRNA
ENSG00000227495.1	AC004771.1	583	583	583	583	lncRNA
ENSG00000234203.1	AC004771.2	439	439	439	439	lncRNA
ENSG00000262227.1	AC004771.3	551	551	551	551	lncRNA
ENSG00000262429.1	AC004771.4	474	474	474	474	lncRNA
ENSG00000262678.1	AC004771.5	542	542	542	542	NA
ENSG00000272203.1	AC004775.1	753	753	753	753	lncRNA
ENSG00000279370.1	AC004777.1	287	287	287	287	TEC
ENSG00000282943.1	AC004784.1	1154	1154	1833	2168	lncRNA
ENSG00000277766.1	AC004790.1	536	536	536	536	unprocessed_pseudogene
ENSG00000280412.1	AC004790.2	572	572	572	572	TEC
ENSG00000274777.1	AC004792.1	137	137	137	137	misc_RNA
ENSG00000177369.9	AC004797.1	1026	915	2317	5592	NA
ENSG00000226138.4	AC004801.1	360	360	360	360	processed_pseudogene
ENSG00000240399.1	AC004801.2	531	531	779	779	transcribed_processed_pseudogene
ENSG00000257955.1	AC004801.3	962	962	962	962	lncRNA
ENSG00000257985.1	AC004801.4	3112	3112	3112	3112	lncRNA
ENSG00000258203.5	AC004801.5	540	540	550	1044	lncRNA
ENSG00000276814.1	AC004801.6	978	978	978	978	lncRNA
ENSG00000279840.1	AC004801.7	2973	2973	2973	2973	TEC
ENSG00000250132.6	AC004803.1	1197	540	3207	3669	lncRNA
ENSG00000266076.1	AC004805.1	1616	1616	1616	1616	protein_coding
ENSG00000270870.1	AC004805.2	482	482	482	482	processed_pseudogene
ENSG00000271587.1	AC004805.3	310	310	310	310	processed_pseudogene
ENSG00000280958.1	AC004808.1	721	721	721	721	TEC
ENSG00000281008.1	AC004808.2	773	773	773	773	TEC
ENSG00000255575.1	AC004812.1	146	146	146	146	processed_pseudogene
ENSG00000277283.1	AC004812.2	2094	2094	2094	2094	lncRNA
ENSG00000259153.2	AC004816.1	930	847	1659	1718	lncRNA
ENSG00000275630.1	AC004816.2	284	284	284	284	lncRNA
ENSG00000258517.1	AC004817.1	721	721	721	721	lncRNA
ENSG00000259907.1	AC004817.2	651	651	651	651	lncRNA
ENSG00000269927.1	AC004817.3	2129	2129	2129	2129	lncRNA
ENSG00000269945.1	AC004817.4	3625	3625	3625	3625	lncRNA
ENSG00000227751.1	AC004824.1	311	311	311	311	NA
ENSG00000258431.1	AC004825.1	586	586	586	586	processed_pseudogene
ENSG00000274818.1	AC004825.2	455	455	455	455	lncRNA
ENSG00000258871.1	AC004828.1	654	654	654	654	lncRNA
ENSG00000228204.2	AC004830.1	523	523	762	911	snoRNA
ENSG00000181123.8	AC004832.1	840	876	1018	2422	lncRNA
ENSG00000230137.1	AC004832.2	482	482	482	482	processed_pseudogene
ENSG00000249590.7	AC004832.3	1012	872	1470	1480	protein_coding
ENSG00000272689.1	AC004832.4	331	331	331	331	lncRNA
ENSG00000273350.1	AC004832.5	401	401	401	401	lncRNA
ENSG00000273428.3	AC004832.6	700	700	704	704	lncRNA
ENSG00000284523.2	AC004834.1	1399	1055	2412	4610	lncRNA
ENSG00000230392.1	AC004835.1	2907	2907	2907	2907	lncRNA
ENSG00000270625.1	AC004835.2	682	682	682	682	NA
ENSG00000280439.1	AC004836.1	634	634	634	634	TEC
ENSG00000106540.4	AC004837.1	564	564	564	564	processed_pseudogene
ENSG00000228554.1	AC004837.2	731	731	731	731	lncRNA
ENSG00000231951.1	AC004837.3	565	565	565	565	lncRNA
ENSG00000272854.1	AC004839.1	501	501	501	501	snoRNA
ENSG00000230914.3	AC004840.1	486	486	608	748	transcribed_unitary_pseudogene
ENSG00000271163.1	AC004840.2	285	285	285	285	processed_pseudogene
ENSG00000258376.2	AC004846.1	3050	3050	3050	3050	lncRNA
ENSG00000258944.1	AC004846.2	777	777	777	777	lncRNA
ENSG00000260997.1	AC004847.1	1911	1911	1911	1911	lncRNA
ENSG00000271526.1	AC004852.1	154	154	154	154	processed_pseudogene
ENSG00000278254.4	AC004852.2	1335	1124	2218	3362	lncRNA
ENSG00000278446.1	AC004852.3	326	326	326	326	processed_pseudogene
ENSG00000270729.1	AC004853.1	698	698	698	698	NA
ENSG00000230160.1	AC004854.1	349	349	349	349	processed_pseudogene
ENSG00000272768.1	AC004854.2	1441	1441	1441	1441	lncRNA
ENSG00000259109.1	AC004858.1	242	242	242	242	processed_pseudogene
ENSG00000232667.10	AC004862.1	640	583	1678	3819	lncRNA
ENSG00000236274.1	AC004865.1	1003	1003	1003	1003	processed_pseudogene
ENSG00000239636.1	AC004865.2	567	567	852	1030	NA
ENSG00000223514.1	AC004866.1	78	78	78	78	processed_pseudogene
ENSG00000224134.1	AC004866.2	481	481	481	481	unprocessed_pseudogene
ENSG00000230680.2	AC004869.1	540	540	540	540	lncRNA
ENSG00000240355.1	AC004869.2	229	229	229	229	lncRNA
ENSG00000214754.3	AC004870.1	882	882	882	882	processed_pseudogene
ENSG00000223829.6	AC004870.2	665	657	831	1595	lncRNA
ENSG00000229192.6	AC004870.3	389	389	432	530	lncRNA
ENSG00000232072.1	AC004870.4	407	407	455	661	lncRNA
ENSG00000233417.2	AC004872.1	704	704	704	704	NA
ENSG00000227743.2	AC004875.1	655	655	655	655	lncRNA
ENSG00000273419.1	AC004877.1	4093	4093	4093	4093	lncRNA
ENSG00000280149.1	AC004877.2	599	599	599	599	TEC
ENSG00000232396.2	AC004882.1	487	487	590	773	lncRNA
ENSG00000239446.1	AC004882.2	244	244	244	244	lncRNA
ENSG00000213361.2	AC004884.1	319	319	319	319	processed_pseudogene
ENSG00000242154.1	AC004884.2	546	546	546	546	lncRNA
ENSG00000231295.1	AC004888.1	547	547	547	547	lncRNA
ENSG00000244198.7	AC004889.1	1309	671	4894	9504	NA
ENSG00000239719.1	AC004890.1	181	181	181	181	processed_pseudogene
ENSG00000244560.7	AC004890.2	1630	1357	2804	4288	transcribed_unprocessed_pseudogene
ENSG00000271664.1	AC004890.3	1095	1095	1095	1095	unprocessed_pseudogene
ENSG00000238109.1	AC004893.1	1393	1393	1393	1393	transcribed_unprocessed_pseudogene
ENSG00000284840.1	AC004893.2	47	47	47	47	lncRNA
ENSG00000231704.6	AC004895.1	602	543	799	1219	lncRNA
ENSG00000236018.2	AC004898.1	766	766	766	766	processed_pseudogene
ENSG00000225705.2	AC004899.1	1714	1714	1714	1714	processed_pseudogene
ENSG00000279578.1	AC004899.2	3860	3860	3860	3860	TEC
ENSG00000237286.1	AC004906.1	969	969	969	969	NA
ENSG00000272240.1	AC004908.1	541	541	541	541	lncRNA
ENSG00000272812.1	AC004908.2	574	574	574	574	lncRNA
ENSG00000273402.1	AC004908.3	625	625	625	625	lncRNA
ENSG00000228429.1	AC004910.1	787	787	787	787	processed_pseudogene
ENSG00000226592.1	AC004911.1	871	871	871	871	processed_pseudogene
ENSG00000243797.6	AC004917.1	644	638	760	2082	lncRNA
ENSG00000244701.1	AC004918.1	770	770	770	770	lncRNA
ENSG00000270157.1	AC004918.3	925	925	925	925	lncRNA
ENSG00000236046.1	AC004920.1	482	482	482	482	lncRNA
ENSG00000273341.2	AC004921.1	734	734	734	734	lncRNA
ENSG00000284292.1	AC004922.1	2066	2066	2430	2705	protein_coding
ENSG00000254610.3	AC004923.1	492	492	776	776	transcribed_unprocessed_pseudogene
ENSG00000254850.2	AC004923.2	369	369	369	369	processed_pseudogene
ENSG00000255230.1	AC004923.3	355	355	355	355	processed_pseudogene
ENSG00000255306.1	AC004923.4	739	739	739	739	lncRNA
ENSG00000279419.1	AC004925.1	2706	2706	2706	2706	TEC
ENSG00000241324.1	AC004930.1	254	254	254	254	lncRNA
ENSG00000235431.2	AC004936.1	1453	1460	1492	1556	lncRNA
ENSG00000225443.1	AC004938.1	308	308	308	308	processed_pseudogene
ENSG00000228151.1	AC004941.1	3120	3120	3120	3120	lncRNA
ENSG00000231397.1	AC004941.2	228	228	228	228	processed_pseudogene
ENSG00000259209.3	AC004943.1	712	561	1074	1697	lncRNA
ENSG00000259768.6	AC004943.2	3217	2409	4842	7025	lncRNA
ENSG00000279206.1	AC004943.3	600	600	600	600	lncRNA
ENSG00000253510.1	AC004944.1	3059	3059	3059	3059	lncRNA
ENSG00000222024.2	AC004945.1	983	983	983	983	processed_pseudogene
ENSG00000233969.2	AC004946.1	889	889	889	889	lncRNA
ENSG00000233760.2	AC004947.1	1654	1431	2781	3407	lncRNA
ENSG00000280255.1	AC004947.2	2671	2671	2671	2671	TEC
ENSG00000272745.1	AC004948.1	672	672	672	672	lncRNA
ENSG00000283117.1	AC004949.1	3118	3118	3118	3118	NA
ENSG00000228434.1	AC004951.1	1866	1866	1866	1866	lncRNA
ENSG00000239556.4	AC004951.2	793	793	793	793	transcribed_unprocessed_pseudogene
ENSG00000241057.2	AC004951.3	1148	1148	1148	1148	transcribed_unprocessed_pseudogene
ENSG00000273432.1	AC004951.4	2076	2076	2076	2076	lncRNA
ENSG00000233683.1	AC004965.1	213	213	213	213	processed_pseudogene
ENSG00000243554.1	AC004967.1	447	447	447	447	transcribed_unprocessed_pseudogene
ENSG00000238358.2	AC004969.1	578	578	578	578	lncRNA
ENSG00000279326.1	AC004972.1	2209	2209	2209	2209	TEC
ENSG00000226661.1	AC004973.1	635	635	635	635	lncRNA
ENSG00000224629.1	AC004975.1	208	208	208	208	processed_pseudogene
ENSG00000229660.1	AC004975.2	565	565	565	565	lncRNA
ENSG00000205485.13	AC004980.1	1169	855	2667	3110	transcribed_unprocessed_pseudogene
ENSG00000214243.3	AC004980.2	497	497	497	497	processed_pseudogene
ENSG00000230305.2	AC004980.3	365	365	365	365	unprocessed_pseudogene
ENSG00000250778.1	AC004980.4	203	203	203	203	unprocessed_pseudogene
ENSG00000272732.1	AC004982.1	1655	1655	1655	1655	lncRNA
ENSG00000272894.5	AC004982.2	673	248	1578	1730	lncRNA
ENSG00000227573.2	AC004986.1	607	607	607	607	processed_pseudogene
ENSG00000231198.1	AC004987.1	508	508	508	508	processed_pseudogene
ENSG00000233225.3	AC004987.2	1148	1148	1148	1148	unprocessed_pseudogene
ENSG00000237251.2	AC004987.3	771	771	771	771	processed_pseudogene
ENSG00000270797.1	AC004987.4	338	338	338	338	NA
ENSG00000203446.2	AC004988.1	1771	1771	1771	1771	NA
ENSG00000232756.1	AC004990.1	1029	564	1965	2298	lncRNA
ENSG00000226522.1	AC004994.1	313	313	313	313	NA
ENSG00000248751.6	AC004997.1	1847	1818	1974	2057	protein_coding
ENSG00000228532.4	AC005000.1	288	288	288	288	NA
ENSG00000270431.1	AC005000.2	310	310	310	310	NA
ENSG00000224314.1	AC005002.1	540	540	540	540	processed_pseudogene
ENSG00000238066.1	AC005002.2	269	269	269	269	NA
ENSG00000214125.2	AC005005.1	682	682	682	682	processed_pseudogene
ENSG00000235573.2	AC005005.2	380	380	380	380	processed_pseudogene
ENSG00000273387.1	AC005005.3	1410	1410	1410	1410	lncRNA
ENSG00000278920.1	AC005005.4	16698	16698	16698	16698	lncRNA
ENSG00000223831.1	AC005006.1	249	249	249	249	lncRNA
ENSG00000226671.1	AC005008.1	612	612	612	612	processed_pseudogene
ENSG00000237896.6	AC005008.2	577	577	715	942	lncRNA
ENSG00000231255.1	AC005009.1	269	269	269	269	lncRNA
ENSG00000233073.2	AC005009.2	2185	2185	3684	3775	NA
ENSG00000235581.1	AC005011.1	210	210	210	210	processed_pseudogene
ENSG00000228421.2	AC005013.1	588	588	588	588	lncRNA
ENSG00000224280.1	AC005014.1	2976	2976	2976	2976	processed_pseudogene
ENSG00000272361.2	AC005014.2	599	599	599	599	lncRNA
ENSG00000272537.1	AC005014.3	190	190	190	190	lncRNA
ENSG00000213875.3	AC005019.1	431	431	431	431	processed_pseudogene
ENSG00000224330.2	AC005019.2	599	599	840	842	lncRNA
ENSG00000224448.1	AC005020.1	526	526	526	526	processed_pseudogene
ENSG00000272647.3	AC005020.2	830	830	830	830	protein_coding
ENSG00000273138.1	AC005021.1	355	355	355	355	lncRNA
ENSG00000233872.1	AC005033.1	813	813	813	813	NA
ENSG00000230477.1	AC005034.1	489	489	489	489	processed_pseudogene
ENSG00000270462.1	AC005034.2	414	414	414	414	lncRNA
ENSG00000270696.1	AC005034.3	1747	1747	1747	1747	lncRNA
ENSG00000270996.1	AC005034.4	899	899	899	899	lncRNA
ENSG00000271452.1	AC005034.5	466	466	466	466	lncRNA
ENSG00000183308.6	AC005037.1	652	652	820	973	lncRNA
ENSG00000226905.1	AC005040.1	482	482	482	482	processed_pseudogene
ENSG00000159239.13	AC005041.1	7033	7033	7033	7033	protein_coding
ENSG00000234521.2	AC005041.2	982	982	982	982	transcribed_unitary_pseudogene
ENSG00000272183.1	AC005041.3	649	649	649	649	lncRNA
ENSG00000227331.1	AC005042.1	800	800	800	800	lncRNA
ENSG00000228586.1	AC005042.2	510	510	510	510	processed_pseudogene
ENSG00000231675.1	AC005042.3	174	174	174	174	NA
ENSG00000273055.1	AC005046.1	625	625	625	625	lncRNA
ENSG00000267052.3	AC005050.1	1618	1600	1670	1770	lncRNA
ENSG00000279601.1	AC005052.1	2492	2492	2492	2492	TEC
ENSG00000243004.6	AC005062.1	647	587	823	3109	lncRNA
ENSG00000234715.2	AC005064.1	1959	1959	2725	2725	lncRNA
ENSG00000273978.1	AC005066.1	1007	1007	1007	1007	unprocessed_pseudogene
ENSG00000270764.1	AC005070.1	365	365	365	365	processed_pseudogene
ENSG00000271482.1	AC005070.2	260	260	260	260	processed_pseudogene
ENSG00000272918.1	AC005070.3	2646	2646	2646	2646	lncRNA
ENSG00000272219.1	AC005072.1	1779	1779	1779	1779	lncRNA
ENSG00000224046.2	AC005076.1	642	769	819	908	lncRNA
ENSG00000213549.3	AC005077.1	375	375	375	375	processed_pseudogene
ENSG00000224273.2	AC005077.2	690	690	690	690	transcribed_unprocessed_pseudogene
ENSG00000228829.1	AC005077.3	256	256	300	370	transcribed_unprocessed_pseudogene
ENSG00000230882.1	AC005077.4	3495	3495	3495	3495	processed_pseudogene
ENSG00000226816.3	AC005082.1	2259	2259	2259	2259	lncRNA
ENSG00000233834.6	AC005083.1	694	676	740	901	lncRNA
ENSG00000271330.1	AC005084.1	304	304	304	304	processed_pseudogene
ENSG00000261535.1	AC005086.1	801	801	801	801	snoRNA
ENSG00000279724.1	AC005086.2	228	228	228	228	lncRNA
ENSG00000280004.1	AC005086.3	219	219	219	219	pseudogene
ENSG00000280404.1	AC005086.4	213	213	213	213	pseudogene
ENSG00000278586.1	AC005088.1	274	274	274	274	processed_pseudogene
ENSG00000274080.1	AC005089.1	2241	2241	2241	2241	lncRNA
ENSG00000231418.2	AC005090.1	1079	1079	1079	1079	lncRNA
ENSG00000229893.2	AC005091.1	1190	1190	1190	1190	NA
ENSG00000229949.1	AC005094.1	368	368	368	368	processed_pseudogene
ENSG00000259294.1	AC005096.1	622	622	622	622	lncRNA
ENSG00000226624.1	AC005099.1	610	610	610	610	processed_pseudogene
ENSG00000219039.2	AC005102.1	479	479	479	479	processed_pseudogene
ENSG00000223374.1	AC005104.1	442	442	442	442	lncRNA
ENSG00000224232.1	AC005104.2	678	678	678	678	lncRNA
ENSG00000225286.1	AC005105.1	792	792	792	792	processed_pseudogene
ENSG00000283517.1	AC005144.1	703	703	703	703	lncRNA
ENSG00000248431.2	AC005150.1	914	984	1195	2689	NA
ENSG00000196295.12	AC005154.1	1707	962	14667	30756	processed_pseudogene
ENSG00000226874.1	AC005154.2	379	379	379	379	transcribed_processed_pseudogene
ENSG00000244480.1	AC005154.3	1393	1393	1393	1393	lncRNA
ENSG00000263683.1	AC005154.4	427	427	427	427	lncRNA
ENSG00000264520.1	AC005154.5	368	368	368	368	protein_coding
ENSG00000281039.1	AC005154.6	687	687	687	687	NA
ENSG00000278819.1	AC005156.1	573	573	573	573	unprocessed_pseudogene
ENSG00000227658.1	AC005160.1	381	381	381	381	lncRNA
ENSG00000229452.1	AC005162.1	389	389	389	389	lncRNA
ENSG00000233517.1	AC005162.2	578	578	578	578	lncRNA
ENSG00000272568.6	AC005162.3	2220	2351	3695	4928	NA
ENSG00000223561.7	AC005165.1	1432	1409	3111	7296	lncRNA
ENSG00000239622.1	AC005165.2	380	380	380	380	processed_pseudogene
ENSG00000268153.5	AC005176.1	915	532	1831	1835	transcribed_unprocessed_pseudogene
ENSG00000269519.1	AC005176.2	147	147	147	147	processed_pseudogene
ENSG00000251243.1	AC005178.1	440	440	440	440	processed_pseudogene
ENSG00000267405.1	AC005180.1	587	587	587	587	lncRNA
ENSG00000267505.1	AC005180.2	562	562	562	562	lncRNA
ENSG00000271101.1	AC005181.1	1256	1256	1256	1256	processed_pseudogene
ENSG00000271500.1	AC005183.1	1979	1979	1979	1979	processed_pseudogene
ENSG00000270794.1	AC005185.1	787	787	787	787	processed_pseudogene
ENSG00000275212.3	AC005186.1	1358	1345	2977	4987	NA
ENSG00000229497.1	AC005189.1	310	310	310	310	processed_pseudogene
ENSG00000271421.1	AC005191.1	358	358	358	358	processed_pseudogene
ENSG00000269694.1	AC005197.1	683	683	683	683	lncRNA
ENSG00000230258.6	AC005208.1	662	662	725	1100	lncRNA
ENSG00000263684.2	AC005209.1	1033	1033	1033	1033	lncRNA
ENSG00000236352.1	AC005220.1	884	884	884	884	lncRNA
ENSG00000262786.1	AC005224.2	1885	1885	1885	1885	lncRNA
ENSG00000266378.1	AC005224.3	2140	2140	2140	2140	lncRNA
